Recipients Information=>,FirstName,LastName,Street,City,State,Postal,Country,Email,Phone,Distance(miles),Categories, ,PickUp Information =>,FirstName,LastName,Street,City,State,Postal,Country,Email,Phone,Day of Week
 ,Jackson,McBride,2592 Jim Rosa Lane,San Francisco,CA,94108,US,JacksonSMcBride@fleckens.hu,415-788-7377,3.4914279493811664,"['Seafood', 'Cold Prepared']", , ,Carlos,Marsh,3998 Pretty View Lane,San Francisco,CA,94104,US,CarlosKMarsh@einrot.com,707-901-3071,Tuesday
 ,Edmund,Garcia,1305 Rardin Drive,San Francisco,CA,94143,US,EdmundHGarcia@fleckens.hu,650-690-8484,3.491971074098556,"['Seafood', 'Frozen']", , ,Candace,Page,4164 Ventura Drive,San Francisco,CA,94103,US,CandaceCPage@jourrapide.com,831-401-7957,Tuesday
 ,Joshua,Novick,3869 Wayside Lane,San Francisco,CA,94108,US,JoshuaSNovick@gustr.com,510-303-7800,3.49353915286232,['Hot Prepared'], , ,Carrie,Tolbert,1878 Thunder Road,San Francisco,CA,94108,US,CarrieJTolbert@einrot.com,650-455-2148,Saturday
 ,Mark,Leonard,2257 Roosevelt Street,San Francisco,CA,94124,US,MarkBLeonard@einrot.com,415-467-8655,3.493679935997728,"['Seafood', 'Cold Prepared']", , ,Pat,Andrade,4012 Pretty View Lane,San Francisco,CA,94103,US,PatAAndrade@fleckens.hu,707-929-6765,Saturday
 ,Joshua,Novick,3869 Wayside Lane,San Francisco,CA,94108,US,JoshuaSNovick@gustr.com,510-303-7800,3.494188849158061,['Hot Prepared'], , ,Kathryn,Matos,4645 Wolf Pen Road,San Francisco,CA,94107,US,KathrynEMatos@armyspy.com,650-412-3344,Saturday
 ,Anna,Smith,467 Boring Lane,San Francisco,CA,94107,US,AnnaRSmith@armyspy.com,415-630-9437,3.4942981771198793,"['Dairy', 'Hot Prepared']", , ,Ida,Lyon,445 Jim Rosa Lane,San Francisco,CA,94103,US,IdaLLyon@einrot.com,415-863-2076,Saturday
 ,David,Ahrens,3118 Larry Street,San Francisco,CA,94107,US,DavidGAhrens@superrito.com,415-228-3933,3.4944935402018125,"['Dairy', 'Frozen']", , ,Dawn,Russell,2879 Wayside Lane,San Francisco,CA,94108,US,DawnSRussell@superrito.com,510-333-0105,Tuesday
 ,Arturo,Harman,3266 Harrison Street,San Francisco,CA,94115,US,ArturoTHarman@einrot.com,415-563-0322,3.4948049436342448,['Raw Meat'], , ,Stephen,Schwartz,4732 Roosevelt Street,San Francisco,CA,94107,US,StephenWSchwartz@gustr.com,415-418-2265,Tuesday
 ,Walter,Osborne,3376 Larry Street,San Francisco,CA,94107,US,WalterSOsborne@dayrep.com,415-226-7893,3.4955577717675848,"['Raw Meat', 'Dairy', 'Hot Prepared', 'Cold Prepared']", , ,Olin,Norfleet,3024 Jim Rosa Lane,San Francisco,CA,94104,US,OlinGNorfleet@gustr.com,415-779-9580,Thursday
 ,Lucille,Gunn,2006 Roosevelt Street,San Francisco,CA,94115,US,LucilleJGunn@superrito.com,415-409-4133,3.4959321172753035,['Cold Prepared'], , ,Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,Tuesday
 ,Geneva,Esposito,3707 Meadow Lane,San Francisco,CA,94108,US,GenevaTEsposito@gustr.com,707-365-2654,3.496162166578235,"['Raw Meat', 'Frozen']", , ,Steven,Fine,4297 Hillview Drive,San Francisco,CA,94103,US,StevenPFine@armyspy.com,707-204-1787,Tuesday
 ,Charles,Wilson,255 Davis Avenue,San Francisco,CA,94107,US,CharlesMWilson@cuvox.de,707-759-0206,3.496469012554225,"['Seafood', 'Hot Prepared']", , ,Joseph,Brown,4589 Meadow Lane,San Francisco,CA,94104,US,JosephLBrown@superrito.com,707-267-8353,Tuesday
 ,Brian,Manchester,473 Duck Creek Road,San Francisco,CA,94107,US,BrianMManchester@dayrep.com,650-749-1367,3.497748387962195,"['Dairy', 'Hot Prepared', 'Frozen']", , ,Megan,Boykin,2681 Rardin Drive,San Francisco,CA,94143,US,MeganDBoykin@dayrep.com,650-682-0702,Saturday
 ,Manuela,Forster,1128 Wolf Pen Road,San Francisco,CA,94107,US,ManuelaDForster@jourrapide.com,650-362-9859,3.497784182147752,['Dairy'], , ,Margaret,Redding,2631 Jim Rosa Lane,San Francisco,CA,94104,US,MargaretMRedding@armyspy.com,415-763-9722,Tuesday
 ,Malcolm,Miller,2423 Hide A Way Road,San Francisco,CA,94108,US,MalcolmMMiller@rhyta.com,408-250-3296,3.4980903376925467,['Hot Prepared'], , ,Amy,West,2826 Alexander Avenue,San Francisco,CA,94108,US,AmyEWest@fleckens.hu,925-549-0387,Tuesday
 ,Aaron,Jones,2480 Harrison Street,San Francisco,CA,94107,US,AaronCJones@gustr.com,415-483-0135,3.4988160564607833,"['Dairy', 'Seafood', 'Cold Prepared']", , ,Stephen,Dollar,4856 Wolf Pen Road,San Francisco,CA,94107,US,StephenBDollar@jourrapide.com,650-426-0735,Friday
 ,Imogene,Briley,2667 Thunder Road,San Francisco,CA,94108,US,ImogeneTBriley@superrito.com,650-483-9444,3.499041521242098,['Dairy'], , ,Nicole,Colon,3105 Locust View Drive,San Francisco,CA,94118,US,NicoleCColon@jourrapide.com,415-876-4014,Friday
 ,Imogene,Briley,2667 Thunder Road,San Francisco,CA,94108,US,ImogeneTBriley@superrito.com,650-483-9444,3.4996305076576424,"['Dairy', 'Frozen']", , ,Kevin,Douglas,4714 Rardin Drive,San Francisco,CA,94107,US,KevinMDouglas@cuvox.de,650-636-5307,Tuesday
 ,Basil,Mendez,611 Forest Avenue,San Francisco,CA,94143,US,BasilMMendez@armyspy.com,650-202-2768,3.4997633305168883,['Hot Prepared'], , ,Darius,Aycock,1720 Harrison Street,San Francisco,CA,94115,US,DariusJAycock@rhyta.com,415-561-1827,Tuesday
 ,Reggie,Hunter,3041 Boring Lane,San Francisco,CA,94107,US,ReggieTHunter@einrot.com,415-737-1680,3.499828224454952,"['Cold Prepared', 'Frozen']", , ,Andre,Reinert,4650 Lynch Street,San Francisco,CA,94103,US,AndreSReinert@teleworm.us,925-215-7348,Friday
 ,Stacey,Sutton,4701 Davis Avenue,San Francisco,CA,94103,US,StaceyMSutton@gustr.com,707-667-5226,3.5000548697224048,['Dairy'], , ,Ella,Murphy,2536 Ella Street,San Francisco,CA,94107,US,EllaJMurphy@superrito.com,650-242-2856,Saturday
 ,Buddy,Rossi,1686 Locust View Drive,San Francisco,CA,94143,US,BuddyBRossi@fleckens.hu,415-908-6795,3.500420596064695,"['Seafood', 'Cold Prepared']", , ,Patricia,Reich,2170 Locust View Drive,San Francisco,CA,94115,US,PatriciaAReich@armyspy.com,415-921-5623,Thursday
 ,Mary,Tester,2387 Brown Street,San Francisco,CA,94124,US,MaryJTester@superrito.com,925-999-9487,3.500818995920957,['Hot Prepared'], , ,Marie,Wells,3571 Lindale Avenue,San Francisco,CA,94108,US,MariePWells@jourrapide.com,510-499-5232,Saturday
 ,Jason,Cook,945 Jim Rosa Lane,San Francisco,CA,94108,US,JasonOCook@cuvox.de,415-834-3714,3.5008229801527744,"['Dairy', 'Seafood']", , ,Nicole,Colon,3105 Locust View Drive,San Francisco,CA,94118,US,NicoleCColon@jourrapide.com,415-876-4014,Friday
 ,Stanley,Ryan,1394 Station Street,San Francisco,CA,94107,US,StanleyERyan@cuvox.de,510-978-2619,3.5008744116062385,['Cold Prepared'], , ,David,Long,4215 Alexander Avenue,San Francisco,CA,94111,US,DavidMLong@jourrapide.com,925-571-0864,Thursday
 ,Barbara,Garcia,4745 Harrison Street,San Francisco,CA,94107,US,BarbaraFGarcia@einrot.com,415-515-9177,3.5019248868156563,['Hot Prepared'], , ,Jose,Skaggs,2454 Davis Avenue,San Francisco,CA,94103,US,JoseDSkaggs@einrot.com,707-780-9700,Saturday
 ,John,Howard,4598 Delaware Avenue,San Francisco,CA,94124,US,JohnJHoward@gustr.com,415-341-8610,3.5022396471652706,"['Raw Meat', 'Hot Prepared', 'Cold Prepared']", , ,James,Molina,1572 Roosevelt Street,San Francisco,CA,94105,US,JamesKMolina@teleworm.us,415-408-6017,Friday
 ,Benjamin,Hunter,2265 Station Street,San Francisco,CA,94104,US,BenjaminPHunter@einrot.com,510-921-8576,3.5034287249534537,"['Dairy', 'Hot Prepared', 'Cold Prepared', 'Frozen']", , ,Scott,Hansen,3303 Delaware Avenue,San Francisco,CA,94108,US,ScottTHansen@gustr.com,415-272-8312,Thursday
 ,Harriet,Patel,3664 Roosevelt Street,San Francisco,CA,94108,US,HarrietJPatel@armyspy.com,415-393-0301,3.504388550443018,"['Raw Meat', 'Dairy']", , ,Berneice,Wright,2164 Ella Street,San Francisco,CA,94107,US,BerneiceDWright@fleckens.hu,650-288-4514,Friday
 ,Charlene,Slade,1535 Locust View Drive,San Francisco,CA,94107,US,CharleneBSlade@fleckens.hu,415-997-1282,3.5044069571696093,['Raw Meat'], , ,Brett,Sullivan,2784 Ella Street,San Francisco,CA,94107,US,BrettJSullivan@teleworm.us,650-262-4366,Tuesday
 ,Dorothy,Dowdy,727 Boring Lane,San Francisco,CA,94103,US,DorothyKDowdy@rhyta.com,415-703-7778,3.5044416692660985,['Raw Meat'], , ,Berneice,Wright,2164 Ella Street,San Francisco,CA,94107,US,BerneiceDWright@fleckens.hu,650-288-4514,Friday
 ,Elizabeth,Jimenez,4534 Wolf Pen Road,San Francisco,CA,94107,US,ElizabethIJimenez@gustr.com,650-412-7569,3.5045521060040925,[], , ,Patricia,Reich,2170 Locust View Drive,San Francisco,CA,94115,US,PatriciaAReich@armyspy.com,415-921-5623,Thursday
 ,Arturo,Harman,3266 Harrison Street,San Francisco,CA,94115,US,ArturoTHarman@einrot.com,415-563-0322,3.5065870935518504,[], , ,Darius,Aycock,1720 Harrison Street,San Francisco,CA,94115,US,DariusJAycock@rhyta.com,415-561-1827,Tuesday
 ,Malcolm,Miller,2423 Hide A Way Road,San Francisco,CA,94108,US,MalcolmMMiller@rhyta.com,408-250-3296,3.506804448826752,['Seafood'], , ,Carroll,Keys,3529 Friendship Lane,San Francisco,CA,94104,US,CarrollRKeys@superrito.com,408-564-8129,Thursday
 ,Amy,Doyle,4916 Duck Creek Road,San Francisco,CA,94108,US,AmyJDoyle@superrito.com,650-862-7394,3.508959190548821,"['Raw Meat', 'Hot Prepared', 'Cold Prepared', 'Frozen']", , ,James,Molina,1572 Roosevelt Street,San Francisco,CA,94105,US,JamesKMolina@teleworm.us,415-408-6017,Friday
 ,Stephanie,Salas,3231 Wolf Pen Road,San Francisco,CA,94107,US,StephanieJSalas@superrito.com,650-449-3909,3.508987560772866,"['Raw Meat', 'Cold Prepared']", , ,Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,Friday
 ,Saundra,Turner,4592 Wolf Pen Road,San Francisco,CA,94107,US,SaundraKTurner@rhyta.com,650-400-4902,3.5107705936747364,"['Dairy', 'Seafood', 'Frozen']", , ,Daniel,Hill,1255 Meadow Lane,San Francisco,CA,94103,US,DanielLHill@dayrep.com,707-276-7834,Saturday
 ,Frank,Barcenas,3174 Jim Rosa Lane,San Francisco,CA,94110,US,FrankGBarcenas@superrito.com,415-821-7149,3.5113426549128532,"['Hot Prepared', 'Cold Prepared']", , ,Julia,Horton,4274 Station Street,San Francisco,CA,94104,US,JuliaRHorton@fleckens.hu,510-896-9009,Tuesday
 ,James,Davis,4409 Wolf Pen Road,San Francisco,CA,94107,US,JamesBDavis@fleckens.hu,650-392-2779,3.5120616124368165,"['Seafood', 'Cold Prepared']", , ,Patricia,Reich,2170 Locust View Drive,San Francisco,CA,94115,US,PatriciaAReich@armyspy.com,415-921-5623,Thursday
 ,Roger,Stewart,437 Locust View Drive,San Francisco,CA,94143,US,RogerSStewart@superrito.com,415-894-9159,3.5121160312540183,['Cold Prepared'], , ,Francisco,Parrish,348 Ella Street,San Francisco,CA,94107,US,FranciscoJParrish@gustr.com,650-207-2651,Friday
 ,John,Howard,4598 Delaware Avenue,San Francisco,CA,94124,US,JohnJHoward@gustr.com,415-341-8610,3.5127797943565704,"['Raw Meat', 'Hot Prepared']", , ,Wanda,Williams,1611 Roosevelt Street,San Francisco,CA,94107,US,WandaJWilliams@rhyta.com,415-407-0274,Friday
 ,Blanche,Vos,4563 Delaware Avenue,San Francisco,CA,94107,US,BlancheMVos@fleckens.hu,415-233-5273,3.5128690030107115,['Dairy'], , ,Ella,Murphy,2536 Ella Street,San Francisco,CA,94107,US,EllaJMurphy@superrito.com,650-242-2856,Saturday
 ,Arlene,Howard,4645 Hide A Way Road,San Francisco,CA,94107,US,ArleneJHoward@dayrep.com,408-213-0718,3.5129867293241035,"['Raw Meat', 'Dairy', 'Hot Prepared', 'Cold Prepared']", , ,Allison,Huffman,2191 Station Street,San Francisco,CA,94104,US,AllisonGHuffman@gustr.com,510-921-6130,Thursday
 ,Tammara,Williams,1055 Boring Lane,San Francisco,CA,94122,US,TammaraMWilliams@gustr.com,415-682-8795,3.513681187466997,[], , ,Francisco,Parrish,348 Ella Street,San Francisco,CA,94107,US,FranciscoJParrish@gustr.com,650-207-2651,Friday
 ,Marta,Beavers,3169 Roosevelt Street,San Francisco,CA,94112,US,MartaRBeavers@rhyta.com,415-404-9268,3.514792259605979,"['Dairy', 'Hot Prepared', 'Frozen']", , ,Brenda,Klein,2067 Rardin Drive,San Francisco,CA,94107,US,BrendaJKlein@dayrep.com,650-678-2950,Friday
 ,Chester,Smart,1307 Cemetery Street,San Francisco,CA,94104,US,ChesterMSmart@teleworm.us,831-824-4746,3.5149460742388228,['Hot Prepared'], , ,Santos,Houchin,3573 Roosevelt Street,San Francisco,CA,94108,US,SantosGHouchin@gustr.com,415-364-1840,Tuesday
 ,Carol,Davis,2832 Pretty View Lane,San Francisco,CA,94103,US,CarolJDavis@superrito.com,707-885-2806,3.515421513417033,['Hot Prepared'], , ,Bryan,Young,1517 Thunder Road,San Francisco,CA,94107,US,BryanFYoung@teleworm.us,650-466-8662,Tuesday
 ,Arlene,Howard,4645 Hide A Way Road,San Francisco,CA,94107,US,ArleneJHoward@dayrep.com,408-213-0718,3.515855708802498,"['Raw Meat', 'Seafood', 'Hot Prepared', 'Cold Prepared']", , ,Stephen,Schwartz,4732 Roosevelt Street,San Francisco,CA,94107,US,StephenWSchwartz@gustr.com,415-418-2265,Tuesday
 ,Mary,Tester,2387 Brown Street,San Francisco,CA,94124,US,MaryJTester@superrito.com,925-999-9487,3.516515671913241,['Frozen'], , ,Barbara,Jefferson,4296 Ella Street,San Francisco,CA,94107,US,BarbaraHJefferson@einrot.com,650-297-5537,Saturday
 ,Myra,Donohoe,2333 Roosevelt Street,San Francisco,CA,94112,US,MyraJDonohoe@rhyta.com,415-405-2246,3.5166819877554776,"['Dairy', 'Cold Prepared']", , ,Rebecca,Hicks,36 Park Street,San Francisco,CA,94103,US,RebeccaHHicks@gustr.com,925-459-8491,Wednesday
 ,Kenneth,Aguilar,7 Locust View Drive,San Francisco,CA,94108,US,KennethPAguilar@rhyta.com,415-994-1972,3.5167931024382977,[], , ,Pat,Andrade,4012 Pretty View Lane,San Francisco,CA,94103,US,PatAAndrade@fleckens.hu,707-929-6765,Saturday
 ,Treva,Bryant,2767 Black Oak Hollow Road,San Francisco,CA,94107,US,TrevaDBryant@jourrapide.com,408-702-0972,3.51698911509868,"['Seafood', 'Frozen']", , ,George,Hodo,3890 Rardin Drive,San Francisco,CA,94107,US,GeorgeMHodo@rhyta.com,650-648-8808,Tuesday
 ,Carol,Payne,484 Ella Street,San Francisco,CA,94107,US,CarolTPayne@gustr.com,650-297-9398,3.517247219431181,['Hot Prepared'], , ,Darius,Aycock,1720 Harrison Street,San Francisco,CA,94115,US,DariusJAycock@rhyta.com,415-561-1827,Tuesday
 ,Mary,Thomas,302 Station Street,San Francisco,CA,94103,US,MaryMThomas@jourrapide.com,510-870-1254,3.5175352804744384,"['Seafood', 'Cold Prepared', 'Frozen']", , ,John,Jimenez,4449 Roosevelt Street,San Francisco,CA,94107,US,JohnAJimenez@fleckens.hu,415-360-3483,Saturday
 ,Dominique,Perry,1583 Delaware Avenue,San Francisco,CA,94104,US,DominiqueMPerry@gustr.com,415-276-2823,3.5179984866642995,['Dairy'], , ,Russell,Lavender,515 Ventura Drive,San Francisco,CA,94111,US,RussellDLavender@einrot.com,831-255-0707,Thursday
 ,Palmer,Morales,1769 Wolf Pen Road,San Francisco,CA,94143,US,PalmerAMorales@teleworm.us,650-452-1546,3.518316001562693,[], , ,Darius,Aycock,1720 Harrison Street,San Francisco,CA,94115,US,DariusJAycock@rhyta.com,415-561-1827,Tuesday
 ,Tanya,Matthews,1780 Black Oak Hollow Road,San Francisco,CA,94107,US,TanyaKMatthews@teleworm.us,408-702-0996,3.518480698109613,['Frozen'], , ,Louis,Smith,4425 Locust View Drive,San Francisco,CA,94143,US,LouisKSmith@gustr.com,415-978-4582,Wednesday
 ,Jason,Cook,945 Jim Rosa Lane,San Francisco,CA,94108,US,JasonOCook@cuvox.de,415-834-3714,3.518573565273084,['Dairy'], , ,Kevin,Douglas,4714 Rardin Drive,San Francisco,CA,94107,US,KevinMDouglas@cuvox.de,650-636-5307,Tuesday
 ,Marion,Garland,4233 Ella Street,San Francisco,CA,94108,US,MarionPGarland@rhyta.com,650-296-9860,3.519373146969484,"['Seafood', 'Cold Prepared']", , ,Jimmy,Kilmer,1598 Harrison Street,San Francisco,CA,94107,US,JimmyRKilmer@rhyta.com,415-592-6317,Friday
 ,Johnny,Messina,1977 Thunder Road,San Francisco,CA,94107,US,JohnnyKMessina@cuvox.de,650-549-2744,3.5207138432971234,"['Dairy', 'Frozen']", , ,Robert,Obrien,1707 Station Street,San Francisco,CA,94103,US,RobertXObrien@jourrapide.com,510-870-0988,Thursday
 ,Arlene,Howard,4645 Hide A Way Road,San Francisco,CA,94107,US,ArleneJHoward@dayrep.com,408-213-0718,3.5210301473919383,"['Dairy', 'Cold Prepared']", , ,Steven,Thompson,731 Park Street,San Francisco,CA,94107,US,StevenJThompson@cuvox.de,925-374-4005,Saturday
 ,Basil,Mendez,611 Forest Avenue,San Francisco,CA,94143,US,BasilMMendez@armyspy.com,650-202-2768,3.5214090075380367,"['Raw Meat', 'Seafood', 'Hot Prepared']", , ,Lillian,Splawn,4268 Ella Street,San Francisco,CA,94107,US,LillianBSplawn@fleckens.hu,650-297-1472,Wednesday
 ,Glen,Parr,4126 Larry Street,San Francisco,CA,94124,US,GlenDParr@jourrapide.com,415-200-4930,3.5215850217506963,"['Hot Prepared', 'Frozen']", , ,Tommy,Thompson,2914 Delaware Avenue,San Francisco,CA,94107,US,TommyBThompson@einrot.com,415-271-9316,Tuesday
 ,Stanley,Ryan,1394 Station Street,San Francisco,CA,94107,US,StanleyERyan@cuvox.de,510-978-2619,3.522534288959074,['Dairy'], , ,Jack,Harms,3433 Black Oak Hollow Road,San Francisco,CA,94108,US,JackBHarms@einrot.com,408-807-4097,Tuesday
 ,Gerald,White,4265 Boring Lane,San Francisco,CA,94110,US,GeraldMWhite@cuvox.de,415-641-0697,3.5228443814804167,['Seafood'], , ,Patricia,Reich,2170 Locust View Drive,San Francisco,CA,94115,US,PatriciaAReich@armyspy.com,415-921-5623,Thursday
 ,David,Austin,4164 Roosevelt Street,San Francisco,CA,94108,US,DavidMAustin@superrito.com,415-434-0591,3.523797583322364,"['Raw Meat', 'Hot Prepared', 'Cold Prepared', 'Frozen']", , ,Joseph,Knight,49 Larry Street,San Francisco,CA,94107,US,JosephJKnight@fleckens.hu,415-228-0159,Tuesday
 ,Steven,Brown,2440 Wayside Lane,San Francisco,CA,94107,US,StevenMBrown@jourrapide.com,510-322-4900,3.5241173038743283,"['Raw Meat', 'Dairy']", , ,Marie,Wells,3571 Lindale Avenue,San Francisco,CA,94108,US,MariePWells@jourrapide.com,510-499-5232,Saturday
 ,Richard,Berkey,4623 Locust View Drive,San Francisco,CA,94108,US,RichardTBerkey@gustr.com,415-989-3660,3.524492408749195,"['Raw Meat', 'Dairy', 'Seafood', 'Cold Prepared']", , ,Mary,Painter,2051 Roosevelt Street,San Francisco,CA,94108,US,MaryEPainter@fleckens.hu,415-403-2516,Tuesday
 ,Geneva,Esposito,3707 Meadow Lane,San Francisco,CA,94108,US,GenevaTEsposito@gustr.com,707-365-2654,3.5245506712268124,"['Raw Meat', 'Hot Prepared', 'Frozen']", , ,Mary,Kunkle,2114 Harrison Street,San Francisco,CA,94115,US,MaryJKunkle@cuvox.de,415-563-6969,Thursday
 ,Jason,Cook,945 Jim Rosa Lane,San Francisco,CA,94108,US,JasonOCook@cuvox.de,415-834-3714,3.5254083492886297,['Raw Meat'], , ,Amy,West,2826 Alexander Avenue,San Francisco,CA,94108,US,AmyEWest@fleckens.hu,925-549-0387,Tuesday
 ,Charles,Fields,1307 Roosevelt Street,San Francisco,CA,94115,US,CharlesMFields@teleworm.us,415-359-7985,3.5257659068817766,"['Raw Meat', 'Dairy', 'Seafood']", , ,Lillian,Splawn,4268 Ella Street,San Francisco,CA,94107,US,LillianBSplawn@fleckens.hu,650-297-1472,Wednesday
 ,Ricky,Harris,1117 Lynch Street,San Francisco,CA,94103,US,RickyEHarris@dayrep.com,925-218-8043,3.526240479016542,"['Seafood', 'Hot Prepared', 'Cold Prepared']", , ,Stephen,Ladue,1232 Ventura Drive,San Francisco,CA,94107,US,StephenALadue@superrito.com,831-359-5393,Friday
 ,Palmer,Morales,1769 Wolf Pen Road,San Francisco,CA,94143,US,PalmerAMorales@teleworm.us,650-452-1546,3.5270066245308573,['Cold Prepared'], , ,Francisco,Parrish,348 Ella Street,San Francisco,CA,94107,US,FranciscoJParrish@gustr.com,650-207-2651,Friday
 ,Nellie,Sievers,2569 Thunder Road,San Francisco,CA,94111,US,NellieJSievers@jourrapide.com,650-545-2880,3.5271119274523275,[], , ,Margaret,Redding,2631 Jim Rosa Lane,San Francisco,CA,94104,US,MargaretMRedding@armyspy.com,415-763-9722,Tuesday
 ,Nellie,Sievers,2569 Thunder Road,San Francisco,CA,94111,US,NellieJSievers@jourrapide.com,650-545-2880,3.5271440084635355,[], , ,Nick,Howard,3952 Delaware Avenue,San Francisco,CA,94104,US,NickSHoward@gustr.com,415-236-3552,Thursday
 ,Noah,Dent,1757 Harrison Street,San Francisco,CA,94108,US,NoahMDent@rhyta.com,415-544-2936,3.5283101290912335,[], , ,Devin,Greene,4752 Boring Lane,San Francisco,CA,94115,US,DevinDGreene@superrito.com,415-674-3293,Friday
 ,Malcolm,Miller,2423 Hide A Way Road,San Francisco,CA,94108,US,MalcolmMMiller@rhyta.com,408-250-3296,3.529736871391214,['Hot Prepared'], , ,Allison,Huffman,2191 Station Street,San Francisco,CA,94104,US,AllisonGHuffman@gustr.com,510-921-6130,Thursday
 ,Wilma,Parker,4737 Wolf Pen Road,San Francisco,CA,94107,US,WilmaLParker@superrito.com,650-426-3556,3.530690516677787,"['Raw Meat', 'Dairy', 'Hot Prepared', 'Frozen']", , ,Vicky,Heffner,1018 Wolf Pen Road,San Francisco,CA,94107,US,VickyHHeffner@gustr.com,650-389-2813,Saturday
 ,Kathryn,McDuffie,2231 Thunder Road,San Francisco,CA,94104,US,KathrynJMcDuffie@superrito.com,650-581-3448,3.5312981336976064,['Frozen'], , ,Russell,Lavender,515 Ventura Drive,San Francisco,CA,94111,US,RussellDLavender@einrot.com,831-255-0707,Thursday
 ,Marta,Beavers,3169 Roosevelt Street,San Francisco,CA,94112,US,MartaRBeavers@rhyta.com,415-404-9268,3.531969642306916,"['Raw Meat', 'Hot Prepared', 'Frozen']", , ,Paula,Miller,4253 Harrison Street,San Francisco,CA,94107,US,PaulaPMiller@rhyta.com,415-483-7310,Tuesday
 ,Amy,Doyle,4916 Duck Creek Road,San Francisco,CA,94108,US,AmyJDoyle@superrito.com,650-862-7394,3.532593609084062,['Raw Meat'], , ,Diane,Blackston,4881 Cemetery Street,San Francisco,CA,94104,US,DianeRBlackston@einrot.com,831-740-0151,Tuesday
 ,Gertrude,Duprey,3391 Lindale Avenue,San Francisco,CA,94107,US,GertrudeLDuprey@superrito.com,510-542-0544,3.5329138080755995,"['Seafood', 'Hot Prepared']", , ,Rosa,Kautz,4544 Wayside Lane,San Francisco,CA,94108,US,RosaDKautz@jourrapide.com,510-331-3686,Saturday
 ,Kathryn,McDuffie,2231 Thunder Road,San Francisco,CA,94104,US,KathrynJMcDuffie@superrito.com,650-581-3448,3.5333789023209614,[], , ,Karrie,Rush,4237 Jim Rosa Lane,San Francisco,CA,94104,US,KarrieWRush@dayrep.com,415-779-0400,Saturday
 ,Maria,Lee,625 Marietta Street,San Francisco,CA,94103,US,MariaJLee@jourrapide.com,707-598-0429,3.533387891222223,[], , ,Elizabeth,Davis,2110 Wolf Pen Road,San Francisco,CA,94107,US,ElizabethADavis@jourrapide.com,650-380-8854,Tuesday
 ,Jayme,Janicki,4120 Locust View Drive,San Francisco,CA,94105,US,JaymeDJanicki@armyspy.com,415-890-4101,3.533585814691663,[], , ,David,Long,4215 Alexander Avenue,San Francisco,CA,94111,US,DavidMLong@jourrapide.com,925-571-0864,Thursday
 ,Frank,Barcenas,3174 Jim Rosa Lane,San Francisco,CA,94110,US,FrankGBarcenas@superrito.com,415-821-7149,3.534269481065588,"['Raw Meat', 'Hot Prepared', 'Cold Prepared']", , ,Allison,Huffman,2191 Station Street,San Francisco,CA,94104,US,AllisonGHuffman@gustr.com,510-921-6130,Thursday
 ,Donna,Michalak,221 Thompson Drive,San Francisco,CA,94108,US,DonnaLMichalak@cuvox.de,510-387-6452,3.534432085821672,[], , ,Kevin,Douglas,4714 Rardin Drive,San Francisco,CA,94107,US,KevinMDouglas@cuvox.de,650-636-5307,Tuesday
 ,Nellie,Sievers,2569 Thunder Road,San Francisco,CA,94111,US,NellieJSievers@jourrapide.com,650-545-2880,3.5344757887247717,['Seafood'], , ,Louis,Smith,4425 Locust View Drive,San Francisco,CA,94143,US,LouisKSmith@gustr.com,415-978-4582,Wednesday
 ,Beth,Pittman,828 Jim Rosa Lane,San Francisco,CA,94143,US,BethAPittman@einrot.com,415-803-8050,3.5346571404089944,[], , ,Raymond,Bennington,3438 Station Street,San Francisco,CA,94104,US,RaymondCBennington@armyspy.com,510-897-1978,Wednesday
 ,Jayme,Janicki,4120 Locust View Drive,San Francisco,CA,94105,US,JaymeDJanicki@armyspy.com,415-890-4101,3.534833151846001,['Hot Prepared'], , ,Lucas,Cruz,325 Locust View Drive,San Francisco,CA,94108,US,LucasFCruz@teleworm.us,415-912-5367,Tuesday
 ,Charles,Fields,1307 Roosevelt Street,San Francisco,CA,94115,US,CharlesMFields@teleworm.us,415-359-7985,3.5351689421836547,"['Dairy', 'Cold Prepared']", , ,Lessie,Whitlock,3148 Harrison Street,San Francisco,CA,94122,US,LessieJWhitlock@fleckens.hu,415-502-4054,Saturday
 ,James,Davis,4409 Wolf Pen Road,San Francisco,CA,94107,US,JamesBDavis@fleckens.hu,650-392-2779,3.5362152322211955,[], , ,Carrie,Tolbert,1878 Thunder Road,San Francisco,CA,94108,US,CarrieJTolbert@einrot.com,650-455-2148,Saturday
 ,Scottie,Scoles,1819 Davis Avenue,San Francisco,CA,94103,US,ScottieLScoles@armyspy.com,707-750-0880,3.536266601696181,['Seafood'], , ,Megan,Boykin,2681 Rardin Drive,San Francisco,CA,94143,US,MeganDBoykin@dayrep.com,650-682-0702,Saturday
 ,Imogene,Briley,2667 Thunder Road,San Francisco,CA,94108,US,ImogeneTBriley@superrito.com,650-483-9444,3.53700072386489,[], , ,Philip,Browne,2428 Duck Creek Road,San Francisco,CA,94104,US,PhilipJBrowne@einrot.com,650-748-7682,Tuesday
